user_id,project_id
13,184
26,184
32,184
36,184
42,184
59,184
60,184
61,184
70,184
74,184
75,184
77,184
85,184
1,185
2,185
4,185
10,185
13,185
26,185
32,185
36,185
42,185
50,185
59,185
60,185
61,185
70,185
74,185
75,185
77,185
52,187
1,188
2,188
4,188
10,188
13,188
26,188
32,188
36,188
42,188
59,188
60,188
61,188
70,188
74,188
75,188
77,188
78,188
1,189
2,189
4,189
10,189
13,189
26,189
32,189
36,189
42,189
50,189
59,189
60,189
61,189
70,189
74,189
75,189
77,189
87,189
88,189
1,190
2,190
4,190
10,190
13,190
26,190
32,190
36,190
42,190
50,190
59,190
60,190
61,190
70,190
74,190
75,190
77,190
87,190
1,191
2,191
4,191
10,191
13,191
26,191
32,191
36,191
42,191
59,191
60,191
61,191
70,191
74,191
75,191
77,191
87,191
43,193
1,194
2,194
4,194
10,194
13,194
26,194
32,194
36,194
42,194
50,194
59,194
60,194
61,194
70,194
74,194
75,194
77,194
87,194
96,194
98,194
100,194
104,194
123,194
126,194
1,195
2,195
4,195
10,195
13,195
26,195
32,195
36,195
42,195
59,195
60,195
61,195
70,195
72,195
74,195
75,195
77,195
87,195
97,195
106,195
1,196
2,196
4,196
10,196
13,196
26,196
32,196
36,196
42,196
59,196
60,196
61,196
70,196
74,196
75,196
77,196
86,196
87,196
69,197
1,198
2,198
4,198
10,198
13,198
26,198
32,198
36,198
42,198
59,198
60,198
61,198
70,198
74,198
75,198
77,198
78,198
1,199
2,199
4,199
10,199
13,199
26,199
32,199
36,199
42,199
59,199
60,199
61,199
70,199
74,199
75,199
77,199
89,199
1,201
2,201
4,201
10,201
13,201
26,201
32,201
36,201
42,201
59,201
60,201
61,201
69,201
70,201
74,201
75,201
77,201
96,201
1,202
2,202
4,202
10,202
13,202
26,202
32,202
36,202
42,202
59,202
60,202
61,202
70,202
74,202
75,202
77,202
80,202
1,203
2,203
4,203
10,203
13,203
26,203
32,203
34,203
36,203
42,203
59,203
60,203
61,203
70,203
74,203
75,203
77,203
1,204
2,204
4,204
10,204
13,204
26,204
32,204
36,204
42,204
59,204
60,204
61,204
70,204
74,204
75,204
77,204
1,205
2,205
4,205
10,205
13,205
26,205
32,205
36,205
42,205
59,205
60,205
61,205
70,205
74,205
75,205
77,205
85,205
1,206
2,206
4,206
10,206
13,206
26,206
32,206
36,206
42,206
59,206
60,206
61,206
62,206
70,206
74,206
75,206
77,206
85,207
1,208
2,208
4,208
10,208
13,208
26,208
32,208
36,208
42,208
59,208
60,208
61,208
70,208
74,208
75,208
77,208
90,208
94,208
96,208
1,209
2,209
4,209
10,209
13,209
26,209
32,209
36,209
42,209
59,209
60,209
61,209
70,209
74,209
75,209
77,209
91,209
94,209
96,209
1,210
2,210
4,210
10,210
13,210
26,210
32,210
36,210
42,210
59,210
60,210
61,210
70,210
74,210
75,210
77,210
93,210
94,210
96,210
1,211
2,211
4,211
10,211
13,211
26,211
32,211
36,211
42,211
59,211
60,211
61,211
63,211
70,211
74,211
75,211
77,211
96,211
1,213
2,213
3,213
4,213
10,213
13,213
26,213
32,213
36,213
42,213
59,213
60,213
61,213
70,213
74,213
75,213
77,213
96,213
1,214
2,214
3,214
4,214
10,214
13,214
26,214
32,214
36,214
42,214
59,214
60,214
61,214
70,214
74,214
75,214
77,214
96,214
1,215
2,215
3,215
4,215
10,215
13,215
26,215
32,215
36,215
42,215
59,215
60,215
61,215
70,215
74,215
75,215
77,215
96,215
1,216
2,216
4,216
10,216
13,216
26,216
32,216
36,216
42,216
59,216
60,216
61,216
70,216
72,216
74,216
75,216
77,216
90,216
96,216
1,217
2,217
4,217
10,217
13,217
26,217
32,217
36,217
42,217
59,217
60,217
61,217
70,217
74,217
75,217
77,217
94,217
96,217
98,217
1,218
2,218
4,218
10,218
13,218
26,218
32,218
36,218
40,218
42,218
50,218
59,218
60,218
61,218
70,218
74,218
75,218
77,218
87,218
90,218
94,218
95,218
96,218
98,218
99,218
100,218
102,218
103,218
106,218
116,218
117,218
118,218
119,218
120,218
124,218
1,219
2,219
4,219
10,219
13,219
26,219
32,219
36,219
42,219
50,219
59,219
60,219
61,219
75,219
77,219
98,219
123,219
130,219
133,219
139,219
140,219
142,219
89,220
89,221
1,222
2,222
4,222
10,222
13,222
26,222
32,222
36,222
42,222
59,222
60,222
61,222
70,222
74,222
75,222
77,222
83,222
96,222
97,222
98,222
100,222
104,222
123,222
1,223
2,223
4,223
10,223
13,223
26,223
32,223
36,223
42,223
59,223
60,223
61,223
70,223
74,223
75,223
77,223
95,223
96,223
98,223
1,224
2,224
4,224
10,224
13,224
26,224
32,224
36,224
42,224
59,224
60,224
61,224
70,224
74,224
75,224
77,224
96,224
97,224
98,224
94,225
94,226
79,227
1,228
2,228
4,228
10,228
13,228
26,228
32,228
36,228
42,228
59,228
60,228
61,228
70,228
74,228
75,228
77,228
96,228
98,228
100,228
101,228
104,228
123,228
1,229
2,229
4,229
10,229
13,229
26,229
32,229
36,229
42,229
59,229
60,229
61,229
70,229
74,229
75,229
77,229
96,229
98,229
100,229
101,229
104,229
123,229
94,230
1,232
2,232
4,232
10,232
13,232
26,232
32,232
36,232
42,232
59,232
60,232
61,232
70,232
74,232
75,232
77,232
96,232
98,232
104,232
123,232
130,232
133,232
139,232
140,232
142,232
1,233
2,233
4,233
10,233
13,233
26,233
32,233
36,233
42,233
59,233
60,233
61,233
70,233
74,233
75,233
77,233
96,233
98,233
104,233
137,233
143,233
146,233
147,233
151,233
322,233
1,234
2,234
4,234
10,234
13,234
26,234
32,234
36,234
42,234
59,234
60,234
61,234
70,234
74,234
75,234
77,234
96,234
98,234
99,234
104,234
106,234
1,235
2,235
4,235
10,235
13,235
26,235
32,235
36,235
42,235
59,235
60,235
61,235
75,235
77,235
98,235
102,235
103,235
116,235
117,235
118,235
119,235
120,235
123,235
124,235
130,235
133,235
139,235
140,235
142,235
145,235
1,236
2,236
4,236
10,236
13,236
26,236
32,236
36,236
42,236
50,236
59,236
60,236
61,236
75,236
77,236
87,236
96,236
98,236
99,236
104,236
141,236
1,238
2,238
4,238
10,238
13,238
26,238
32,238
36,238
42,238
59,238
60,238
61,238
75,238
77,238
96,238
98,238
99,238
104,238
85,239
106,240
106,241
1,242
2,242
4,242
10,242
13,242
26,242
32,242
36,242
42,242
59,242
60,242
61,242
75,242
77,242
80,242
96,242
98,242
100,242
104,242
123,242
1,243
2,243
4,243
10,243
13,243
26,243
32,243
36,243
42,243
59,243
60,243
61,243
75,243
77,243
96,243
98,243
100,243
104,243
122,243
123,243
1,244
2,244
4,244
10,244
13,244
26,244
32,244
36,244
42,244
59,244
60,244
61,244
75,244
77,244
96,244
98,244
100,244
104,244
122,244
123,244
52,245
84,246
1,247
2,247
4,247
10,247
13,247
26,247
32,247
36,247
42,247
59,247
60,247
61,247
75,247
77,247
83,247
96,247
98,247
100,247
104,247
123,247
1,248
2,248
4,248
10,248
13,248
26,248
32,248
36,248
42,248
59,248
60,248
61,248
75,248
77,248
96,248
98,248
100,248
104,248
123,248
1,249
2,249
4,249
10,249
13,249
26,249
32,249
34,249
36,249
42,249
59,249
60,249
61,249
75,249
77,249
96,249
98,249
100,249
104,249
123,249
1,250
2,250
4,250
10,250
13,250
26,250
32,250
34,250
36,250
42,250
59,250
60,250
61,250
75,250
77,250
96,250
98,250
100,250
104,250
123,250
94,254
84,255
85,256
85,257
101,258
101,259
1,261
2,261
4,261
10,261
13,261
26,261
32,261
36,261
42,261
59,261
60,261
61,261
72,261
75,261
77,261
96,261
98,261
100,261
104,261
123,261
126,261
1,262
2,262
4,262
10,262
13,262
26,262
32,262
36,262
42,262
59,262
60,262
61,262
72,262
75,262
77,262
96,262
98,262
100,262
104,262
123,262
126,262
97,263
97,264
84,265
1,267
2,267
4,267
10,267
13,267
26,267
32,267
36,267
42,267
59,267
60,267
61,267
75,267
77,267
96,267
98,267
99,267
100,267
104,267
123,267
126,267
130,267
133,267
139,267
140,267
142,267
52,268
1,269
2,269
4,269
10,269
13,269
26,269
32,269
36,269
42,269
59,269
60,269
61,269
75,269
77,269
94,269
98,269
123,269
130,269
133,269
139,269
140,269
142,269
95,270
95,271
1,272
2,272
4,272
10,272
13,272
26,272
32,272
36,272
42,272
59,272
60,272
61,272
75,272
77,272
93,272
96,272
98,272
100,272
104,272
123,272
126,272
127,272
72,275
72,276
1,277
2,277
4,277
10,277
13,277
26,277
32,277
36,277
42,277
59,277
60,277
61,277
75,277
77,277
87,277
96,277
98,277
100,277
104,277
106,277
123,277
126,277
130,277
97,278
1,279
2,279
4,279
10,279
13,279
26,279
32,279
36,279
42,279
59,279
60,279
61,279
75,279
77,279
95,279
96,279
98,279
100,279
104,279
123,279
126,279
130,279
133,279
139,279
140,279
142,279
145,279
1,280
2,280
4,280
10,280
13,280
26,280
32,280
36,280
42,280
59,280
60,280
61,280
75,280
77,280
94,280
96,280
97,280
98,280
100,280
104,280
123,280
126,280
130,280
69,281
29,282
1,283
2,283
4,283
10,283
13,283
26,283
32,283
36,283
42,283
59,283
60,283
61,283
75,283
77,283
79,283
96,283
98,283
100,283
104,283
123,283
126,283
130,283
101,284
1,285
2,285
4,285
10,285
13,285
26,285
32,285
36,285
42,285
59,285
60,285
61,285
75,285
77,285
98,285
123,285
130,285
133,285
139,285
140,285
142,285
1,286
2,286
4,286
10,286
13,286
26,286
32,286
34,286
36,286
42,286
59,286
60,286
61,286
75,286
77,286
96,286
98,286
100,286
104,286
123,286
126,286
130,286
1,287
2,287
4,287
10,287
13,287
26,287
32,287
36,287
42,287
50,287
59,287
60,287
61,287
75,287
77,287
96,287
98,287
99,287
100,287
104,287
123,287
126,287
130,287
133,287
134,287
139,287
140,287
142,287
1,289
2,289
4,289
10,289
13,289
26,289
32,289
36,289
42,289
59,289
60,289
61,289
75,289
77,289
96,289
98,289
100,289
104,289
123,289
126,289
130,289
1,290
2,290
4,290
10,290
13,290
26,290
32,290
36,290
42,290
59,290
60,290
61,290
75,290
77,290
96,290
98,290
100,290
104,290
123,290
126,290
130,290
95,291
1,292
2,292
4,292
10,292
13,292
26,292
30,292
32,292
36,292
42,292
59,292
60,292
61,292
75,292
77,292
96,292
98,292
100,292
104,292
123,292
126,292
130,292
78,293
1,294
2,294
4,294
10,294
13,294
26,294
32,294
36,294
42,294
59,294
60,294
61,294
75,294
77,294
96,294
98,294
100,294
104,294
123,294
126,294
130,294
1,295
2,295
4,295
10,295
13,295
26,295
32,295
36,295
42,295
59,295
60,295
61,295
75,295
77,295
96,295
98,295
100,295
104,295
123,295
126,295
130,295
1,296
2,296
4,296
10,296
13,296
26,296
32,296
34,296
36,296
42,296
59,296
60,296
61,296
75,296
77,296
96,296
98,296
100,296
104,296
123,296
126,296
130,296
1,297
2,297
4,297
10,297
13,297
26,297
32,297
34,297
36,297
42,297
59,297
60,297
61,297
75,297
77,297
96,297
98,297
100,297
104,297
123,297
126,297
130,297
1,298
2,298
4,298
10,298
13,298
26,298
32,298
36,298
42,298
59,298
60,298
61,298
75,298
77,298
96,298
98,298
100,298
104,298
106,298
123,298
126,298
130,298
1,299
2,299
4,299
10,299
13,299
26,299
32,299
36,299
42,299
59,299
60,299
61,299
75,299
77,299
87,299
96,299
98,299
100,299
104,299
106,299
123,299
126,299
130,299
132,299
134,299
135,299
137,299
138,299
1,301
2,301
4,301
10,301
13,301
26,301
32,301
36,301
42,301
59,301
60,301
61,301
75,301
77,301
96,301
98,301
100,301
104,301
123,301
126,301
130,301
78,302
151,302
1,303
2,303
4,303
10,303
13,303
26,303
32,303
36,303
42,303
59,303
60,303
61,303
75,303
77,303
96,303
98,303
100,303
104,303
123,303
126,303
130,303
1,304
2,304
4,304
10,304
13,304
26,304
30,304
32,304
36,304
42,304
59,304
60,304
61,304
75,304
77,304
96,304
98,304
100,304
104,304
123,304
126,304
130,304
1,305
2,305
4,305
10,305
13,305
26,305
32,305
36,305
42,305
52,305
59,305
60,305
61,305
75,305
77,305
96,305
98,305
100,305
104,305
123,305
126,305
130,305
1,306
2,306
4,306
10,306
13,306
26,306
32,306
36,306
42,306
52,306
59,306
60,306
61,306
75,306
77,306
96,306
98,306
100,306
104,306
123,306
126,306
130,306
1,307
2,307
4,307
10,307
13,307
26,307
32,307
36,307
42,307
52,307
59,307
60,307
61,307
75,307
77,307
96,307
98,307
100,307
104,307
123,307
126,307
130,307
1,308
2,308
4,308
10,308
13,308
26,308
32,308
